Iter  Part  GoF  Model_Output  
15  8   1.8619739E-01   1.8619739E-01  
15  9   1.8590361E-01   1.8590361E-01  
15  10   1.8619739E-01   1.8619739E-01  
15  11   1.9705066E-01   1.9705066E-01  
15  12   1.8619739E-01   1.8619739E-01  
15  13   1.9027430E-01   1.9027430E-01  
15  14   2.4978184E-01   2.4978184E-01  
15  15   1.8590361E-01   1.8590361E-01  
15  16   1.8640755E-01   1.8640755E-01  
15  17   1.8590361E-01   1.8590361E-01  
15  18   1.8633023E-01   1.8633023E-01  
15  19   1.8590361E-01   1.8590361E-01  
15  20   1.8590361E-01   1.8590361E-01  
15  21   1.8640755E-01   1.8640755E-01  
15  22   1.8619739E-01   1.8619739E-01  
15  23   1.8590361E-01   1.8590361E-01  
15  24   1.8619739E-01   1.8619739E-01  
15  25   1.8619739E-01   1.8619739E-01  
15  26   1.9027430E-01   1.9027430E-01  
15  27   1.8633023E-01   1.8633023E-01  
15  28   1.8590361E-01   1.8590361E-01  
15  29   1.8590361E-01   1.8590361E-01  
15  30   1.9802938E-01   1.9802938E-01  
15  31   1.8590361E-01   1.8590361E-01  
15  32   1.8590361E-01   1.8590361E-01  
15  33   1.8590361E-01   1.8590361E-01  
15  34   1.8590361E-01   1.8590361E-01  
15  35   1.8640755E-01   1.8640755E-01  
15  36   1.8590361E-01   1.8590361E-01  
15  37   1.8619739E-01   1.8619739E-01  
15  38   1.8619739E-01   1.8619739E-01  
15  39   1.8619739E-01   1.8619739E-01  
15  40   1.8619739E-01   1.8619739E-01  
1  1   1.0000000E+10   1.0000000E+10  
1  2   1.0000000E+10   1.0000000E+10  
1  3   1.6442825E-01   1.6442825E-01  
1  4   1.0000000E+10   1.0000000E+10  
1  5   1.0000000E+10   1.0000000E+10  
1  6   1.0000000E+10   1.0000000E+10  
1  7   1.0000000E+10   1.0000000E+10  
1  8   1.0000000E+10   1.0000000E+10  
1  9   1.0000000E+10   1.0000000E+10  
1  10   1.0000000E+10   1.0000000E+10  
1  11   1.0000000E+10   1.0000000E+10  
1  12   1.0000000E+10   1.0000000E+10  
1  13   1.0000000E+10   1.0000000E+10  
1  14   1.0000000E+10   1.0000000E+10  
1  15   1.0000000E+10   1.0000000E+10  
1  16   1.0000000E+10   1.0000000E+10  
1  17   1.0000000E+10   1.0000000E+10  
1  18   1.0000000E+10   1.0000000E+10  
1  19   1.0000000E+10   1.0000000E+10  
1  20   1.0000000E+10   1.0000000E+10  
1  21   1.0000000E+10   1.0000000E+10  
1  22   1.0000000E+10   1.0000000E+10  
1  23   1.0000000E+10   1.0000000E+10  
1  24   1.0000000E+10   1.0000000E+10  
1  25   1.0000000E+10   1.0000000E+10  
1  26   1.0000000E+10   1.0000000E+10  
1  27   1.0000000E+10   1.0000000E+10  
1  28   1.0000000E+10   1.0000000E+10  
1  29   1.0000000E+10   1.0000000E+10  
1  30   1.0000000E+10   1.0000000E+10  
1  31   1.0000000E+10   1.0000000E+10  
1  32   1.0000000E+10   1.0000000E+10  
1  33   1.0000000E+10   1.0000000E+10  
1  34   1.0000000E+10   1.0000000E+10  
1  35   1.0000000E+10   1.0000000E+10  
1  36   1.0000000E+10   1.0000000E+10  
1  37   1.0000000E+10   1.0000000E+10  
1  38   1.0000000E+10   1.0000000E+10  
1  39   1.0000000E+10   1.0000000E+10  
1  40   1.0000000E+10   1.0000000E+10  
16  1   1.8619739E-01   1.8619739E-01  
16  2   1.8590361E-01   1.8590361E-01  
16  3   1.9705066E-01   1.9705066E-01  
16  4   1.8619739E-01   1.8619739E-01  
16  5   1.8590361E-01   1.8590361E-01  
16  6   1.8619739E-01   1.8619739E-01  
16  7   1.9985220E-01   1.9985220E-01  
16  8   1.8590361E-01   1.8590361E-01  
16  9   1.8590361E-01   1.8590361E-01  
16  10   1.8619739E-01   1.8619739E-01  
16  11   1.9705066E-01   1.9705066E-01  
16  12   1.8590361E-01   1.8590361E-01  
16  13   1.8692572E-01   1.8692572E-01  
16  14   2.4978184E-01   2.4978184E-01  
16  15   1.8590361E-01   1.8590361E-01  
16  16   1.8640755E-01   1.8640755E-01  
16  17   1.8590361E-01   1.8590361E-01  
16  18   1.9638420E-01   1.9638420E-01  
16  19   1.8590361E-01   1.8590361E-01  
16  20   1.8590361E-01   1.8590361E-01  
16  21   1.8640755E-01   1.8640755E-01  
16  22   1.8590361E-01   1.8590361E-01  
16  23   1.8590361E-01   1.8590361E-01  
16  24   1.8619739E-01   1.8619739E-01  
16  25   1.8619739E-01   1.8619739E-01  
16  26   1.9011887E-01   1.9011887E-01  
16  27   1.8640755E-01   1.8640755E-01  
16  28   1.8590361E-01   1.8590361E-01  
16  29   1.8590361E-01   1.8590361E-01  
16  30   1.9802938E-01   1.9802938E-01  
16  31   1.8590361E-01   1.8590361E-01  
16  32   1.8590361E-01   1.8590361E-01  
16  33   1.8590361E-01   1.8590361E-01  
16  34   1.8590361E-01   1.8590361E-01  
16  35   1.8640755E-01   1.8640755E-01  
16  36   1.8590361E-01   1.8590361E-01  
16  37   1.8619739E-01   1.8619739E-01  
16  38   1.8619739E-01   1.8619739E-01  
16  39   1.8619739E-01   1.8619739E-01  
16  40   1.8619739E-01   1.8619739E-01  
2  1   1.0000000E+10   1.0000000E+10  
2  2   1.0000000E+10   1.0000000E+10  
2  3   1.8356267E-01   1.8356267E-01  
2  4   1.0000000E+10   1.0000000E+10  
2  5   1.0000000E+10   1.0000000E+10  
2  6   1.0000000E+10   1.0000000E+10  
2  7   1.0000000E+10   1.0000000E+10  
2  8   1.0000000E+10   1.0000000E+10  
2  9   1.0000000E+10   1.0000000E+10  
2  10   1.0000000E+10   1.0000000E+10  
2  11   2.5927235E-01   2.5927235E-01  
2  12   1.0000000E+10   1.0000000E+10  
2  13   1.0000000E+10   1.0000000E+10  
2  14   1.0000000E+10   1.0000000E+10  
2  15   1.0000000E+10   1.0000000E+10  
2  16   1.0000000E+10   1.0000000E+10  
2  17   1.6332583E-01   1.6332583E-01  
2  18   1.0000000E+10   1.0000000E+10  
2  19   1.0000000E+10   1.0000000E+10  
2  20   1.0000000E+10   1.0000000E+10  
2  21   2.9173901E-01   2.9173901E-01  
2  22   2.4055167E-01   2.4055167E-01  
2  23   1.6976157E-01   1.6976157E-01  
2  24   1.0000000E+10   1.0000000E+10  
2  25   2.5443568E-01   2.5443568E-01  
2  26   1.0000000E+10   1.0000000E+10  
2  27   1.0000000E+10   1.0000000E+10  
2  28   2.5320856E-01   2.5320856E-01  
2  29   1.0000000E+10   1.0000000E+10  
2  30   1.0000000E+10   1.0000000E+10  
2  31   1.9883194E-01   1.9883194E-01  
2  32   1.0000000E+10   1.0000000E+10  
2  33   2.0219425E-01   2.0219425E-01  
2  34   1.0000000E+10   1.0000000E+10  
2  35   1.0000000E+10   1.0000000E+10  
2  36   2.5060802E-01   2.5060802E-01  
2  37   1.0000000E+10   1.0000000E+10  
2  38   2.0343993E-01   2.0343993E-01  
2  39   1.0000000E+10   1.0000000E+10  
2  40   1.0000000E+10   1.0000000E+10  
17  1   1.8619739E-01   1.8619739E-01  
17  2   1.8590361E-01   1.8590361E-01  
17  3   1.8590361E-01   1.8590361E-01  
17  4   1.8619739E-01   1.8619739E-01  
17  5   1.8590361E-01   1.8590361E-01  
17  6   1.8590361E-01   1.8590361E-01  
17  7   1.9802938E-01   1.9802938E-01  
17  8   1.8590361E-01   1.8590361E-01  
17  9   1.8590361E-01   1.8590361E-01  
17  10   1.8619739E-01   1.8619739E-01  
17  11   1.9774768E-01   1.9774768E-01  
17  12   1.8590361E-01   1.8590361E-01  
17  13   1.8645341E-01   1.8645341E-01  
17  14   1.8619739E-01   1.8619739E-01  
17  15   1.8590361E-01   1.8590361E-01  
17  16   1.8619739E-01   1.8619739E-01  
17  17   1.8619739E-01   1.8619739E-01  
17  18   1.9755978E-01   1.9755978E-01  
17  19   1.8590361E-01   1.8590361E-01  
17  20   1.8590361E-01   1.8590361E-01  
17  21   1.8590361E-01   1.8590361E-01  
17  22   1.8590361E-01   1.8590361E-01  
17  23   1.8590361E-01   1.8590361E-01  
17  24   1.8619739E-01   1.8619739E-01  
17  25   1.8619739E-01   1.8619739E-01  
17  26   1.8711006E-01   1.8711006E-01  
17  27   1.8640755E-01   1.8640755E-01  
17  28   1.8590361E-01   1.8590361E-01  
17  29   1.8590361E-01   1.8590361E-01  
17  30   1.8590361E-01   1.8590361E-01  
17  31   1.8590361E-01   1.8590361E-01  
17  32   1.8590361E-01   1.8590361E-01  
17  33   1.8619739E-01   1.8619739E-01  
17  34   1.8590361E-01   1.8590361E-01  
17  35   1.8590361E-01   1.8590361E-01  
17  36   1.8590361E-01   1.8590361E-01  
17  37   1.8619739E-01   1.8619739E-01  
17  38   1.8619739E-01   1.8619739E-01  
17  39   1.8619739E-01   1.8619739E-01  
17  40   1.8590361E-01   1.8590361E-01  
18  1   1.8619739E-01   1.8619739E-01  
18  2   1.8590361E-01   1.8590361E-01  
18  3   1.8590361E-01   1.8590361E-01  
18  4   1.8619739E-01   1.8619739E-01  
18  5   1.8619739E-01   1.8619739E-01  
18  6   1.8590361E-01   1.8590361E-01  
18  7   1.9802938E-01   1.9802938E-01  
18  8   1.8590361E-01   1.8590361E-01  
18  9   1.8590361E-01   1.8590361E-01  
18  10   1.8619739E-01   1.8619739E-01  
18  11   1.8938032E-01   1.8938032E-01  
18  12   1.8590361E-01   1.8590361E-01  
18  13   1.8645341E-01   1.8645341E-01  
18  14   1.8619739E-01   1.8619739E-01  
18  15   1.8590361E-01   1.8590361E-01  
18  16   1.8619739E-01   1.8619739E-01  
18  17   1.8619739E-01   1.8619739E-01  
18  18   1.9755978E-01   1.9755978E-01  
18  19   1.8590361E-01   1.8590361E-01  
18  20   1.8590361E-01   1.8590361E-01  
18  21   1.8590361E-01   1.8590361E-01  
18  22   1.8590361E-01   1.8590361E-01  
18  23   1.8590361E-01   1.8590361E-01  
18  24   1.8619739E-01   1.8619739E-01  
18  25   1.8619739E-01   1.8619739E-01  
18  26   1.8645341E-01   1.8645341E-01  
18  27   1.8633023E-01   1.8633023E-01  
18  28   1.8590361E-01   1.8590361E-01  
18  29   1.8590361E-01   1.8590361E-01  
18  30   1.8590361E-01   1.8590361E-01  
18  31   1.8590361E-01   1.8590361E-01  
18  32   1.8590361E-01   1.8590361E-01  
18  33   1.8619739E-01   1.8619739E-01  
18  34   1.8590361E-01   1.8590361E-01  
18  35   1.8590361E-01   1.8590361E-01  
18  36   1.8590361E-01   1.8590361E-01  
18  37   1.8619739E-01   1.8619739E-01  
18  38   1.8619739E-01   1.8619739E-01  
18  39   1.8619739E-01   1.8619739E-01  
18  40   1.8590361E-01   1.8590361E-01  
19  1   1.8692572E-01   1.8692572E-01  
19  2   1.8590361E-01   1.8590361E-01  
19  3   1.8590361E-01   1.8590361E-01  
19  4   1.8619739E-01   1.8619739E-01  
19  5   1.8619739E-01   1.8619739E-01  
19  6   1.8590361E-01   1.8590361E-01  
19  7   1.8590361E-01   1.8590361E-01  
19  8   1.8590361E-01   1.8590361E-01  
19  9   1.8590361E-01   1.8590361E-01  
19  10   1.8619739E-01   1.8619739E-01  
19  11   1.8640755E-01   1.8640755E-01  
19  12   1.8590361E-01   1.8590361E-01  
19  13   1.8590361E-01   1.8590361E-01  
19  14   1.8619739E-01   1.8619739E-01  
19  15   1.8590361E-01   1.8590361E-01  
19  16   1.8619739E-01   1.8619739E-01  
19  17   1.8590361E-01   1.8590361E-01  
19  18   1.9802938E-01   1.9802938E-01  
19  19   1.8590361E-01   1.8590361E-01  
19  20   1.8590361E-01   1.8590361E-01  
19  21   1.8590361E-01   1.8590361E-01  
19  22   1.8590361E-01   1.8590361E-01  
19  23   1.8590361E-01   1.8590361E-01  
19  24   1.8619739E-01   1.8619739E-01  
19  25   1.8619739E-01   1.8619739E-01  
19  26   1.8590361E-01   1.8590361E-01  
19  27   1.8619739E-01   1.8619739E-01  
19  28   1.8590361E-01   1.8590361E-01  
19  29   1.8590361E-01   1.8590361E-01  
19  30   1.8590361E-01   1.8590361E-01  
19  31   1.8590361E-01   1.8590361E-01  
19  32   1.8590361E-01   1.8590361E-01  
19  33   1.8619739E-01   1.8619739E-01  
19  34   1.8619739E-01   1.8619739E-01  
19  35   1.9802938E-01   1.9802938E-01  
19  36   1.8619739E-01   1.8619739E-01  
19  37   1.8619739E-01   1.8619739E-01  
19  38   1.8619739E-01   1.8619739E-01  
19  39   1.8619739E-01   1.8619739E-01  
19  40   1.8590361E-01   1.8590361E-01  
20  1   1.8619739E-01   1.8619739E-01  
20  2   1.8590361E-01   1.8590361E-01  
20  3   1.8590361E-01   1.8590361E-01  
20  4   1.8619739E-01   1.8619739E-01  
20  5   1.8619739E-01   1.8619739E-01  
20  6   1.8590361E-01   1.8590361E-01  
20  7   1.8712310E-01   1.8712310E-01  
20  8   1.8590361E-01   1.8590361E-01  
20  9   1.8590361E-01   1.8590361E-01  
20  10   1.8619739E-01   1.8619739E-01  
20  11   1.8640755E-01   1.8640755E-01  
20  12   1.8590361E-01   1.8590361E-01  
20  13   1.9802938E-01   1.9802938E-01  
20  14   1.8590361E-01   1.8590361E-01  
20  15   1.8590361E-01   1.8590361E-01  
20  16   1.8590361E-01   1.8590361E-01  
20  17   1.8590361E-01   1.8590361E-01  
20  18   1.9802938E-01   1.9802938E-01  
20  19   1.8590361E-01   1.8590361E-01  
20  20   1.8590361E-01   1.8590361E-01  
20  21   1.8590361E-01   1.8590361E-01  
20  22   1.8590361E-01   1.8590361E-01  
20  23   1.8590361E-01   1.8590361E-01  
20  24   1.8619739E-01   1.8619739E-01  
20  25   1.8619739E-01   1.8619739E-01  
20  26   1.8590361E-01   1.8590361E-01  
20  27   1.8619739E-01   1.8619739E-01  
20  28   1.8590361E-01   1.8590361E-01  
20  29   1.8590361E-01   1.8590361E-01  
20  30   1.8590361E-01   1.8590361E-01  
20  31   1.8590361E-01   1.8590361E-01  
20  32   1.8590361E-01   1.8590361E-01  
20  33   1.8590361E-01   1.8590361E-01  
20  34   1.8590361E-01   1.8590361E-01  
20  35   1.9802938E-01   1.9802938E-01  
20  36   1.8619739E-01   1.8619739E-01  
20  37   1.9802938E-01   1.9802938E-01  
20  38   1.8619739E-01   1.8619739E-01  
20  39   1.8619739E-01   1.8619739E-01  
20  40   1.8590361E-01   1.8590361E-01  
21  1   1.8619739E-01   1.8619739E-01  
21  2   1.8590361E-01   1.8590361E-01  
21  3   1.8590361E-01   1.8590361E-01  
21  4   1.8692572E-01   1.8692572E-01  
21  5   1.8619739E-01   1.8619739E-01  
21  6   1.8590361E-01   1.8590361E-01  
21  7   1.8590361E-01   1.8590361E-01  
21  8   1.8590361E-01   1.8590361E-01  
21  9   1.8590361E-01   1.8590361E-01  
21  10   1.8619739E-01   1.8619739E-01  
21  11   1.8590361E-01   1.8590361E-01  
21  12   1.8590361E-01   1.8590361E-01  
21  13   1.9802938E-01   1.9802938E-01  
21  14   1.8590361E-01   1.8590361E-01  
21  15   1.8590361E-01   1.8590361E-01  
21  16   1.8590361E-01   1.8590361E-01  
21  17   1.8590361E-01   1.8590361E-01  
21  18   1.8743727E-01   1.8743727E-01  
21  19   1.8590361E-01   1.8590361E-01  
21  20   1.8619739E-01   1.8619739E-01  
21  21   1.8590361E-01   1.8590361E-01  
21  22   1.8619739E-01   1.8619739E-01  
21  23   1.8590361E-01   1.8590361E-01  
21  24   1.8619739E-01   1.8619739E-01  
21  25   1.8619739E-01   1.8619739E-01  
21  26   1.9802938E-01   1.9802938E-01  
21  27   1.8619739E-01   1.8619739E-01  
21  28   1.8590361E-01   1.8590361E-01  
21  29   1.8590361E-01   1.8590361E-01  
21  30   1.8590361E-01   1.8590361E-01  
21  31   1.8590361E-01   1.8590361E-01  
21  32   1.8619739E-01   1.8619739E-01  
21  33   1.8590361E-01   1.8590361E-01  
21  34   1.8590361E-01   1.8590361E-01  
21  35   1.9802938E-01   1.9802938E-01  
21  36   1.8590361E-01   1.8590361E-01  
21  37   1.8619739E-01   1.8619739E-01  
21  38   1.8619739E-01   1.8619739E-01  
21  39   1.8619739E-01   1.8619739E-01  
21  40   1.8590361E-01   1.8590361E-01  
3  1   2.3963648E-01   2.3963648E-01  
3  2   1.0000000E+10   1.0000000E+10  
3  3   2.7535198E-01   2.7535198E-01  
3  4   1.0000000E+10   1.0000000E+10  
3  5   2.4926569E-01   2.4926569E-01  
3  6   1.0000000E+10   1.0000000E+10  
3  7   1.0000000E+10   1.0000000E+10  
3  8   1.0000000E+10   1.0000000E+10  
3  9   1.0000000E+10   1.0000000E+10  
3  10   1.0000000E+10   1.0000000E+10  
3  11   1.0000000E+10   1.0000000E+10  
3  12   1.8037080E-01   1.8037080E-01  
3  13   1.0000000E+10   1.0000000E+10  
3  14   1.0000000E+10   1.0000000E+10  
3  15   1.0000000E+10   1.0000000E+10  
3  16   1.0000000E+10   1.0000000E+10  
3  17   1.0000000E+10   1.0000000E+10  
3  18   1.0000000E+10   1.0000000E+10  
3  19   2.7472150E-01   2.7472150E-01  
3  20   1.0000000E+10   1.0000000E+10  
3  21   2.7621120E-01   2.7621120E-01  
3  22   1.0000000E+10   1.0000000E+10  
3  23   1.6608069E-01   1.6608069E-01  
3  24   1.0000000E+10   1.0000000E+10  
3  25   2.5523438E-01   2.5523438E-01  
3  26   2.6999311E-01   2.6999311E-01  
3  27   1.0000000E+10   1.0000000E+10  
3  28   1.0000000E+10   1.0000000E+10  
3  29   2.6655740E-01   2.6655740E-01  
3  30   2.5598500E-01   2.5598500E-01  
3  31   2.1395700E-01   2.1395700E-01  
3  32   1.0000000E+10   1.0000000E+10  
3  33   1.0000000E+10   1.0000000E+10  
3  34   1.9437777E-01   1.9437777E-01  
3  35   1.8574676E-01   1.8574676E-01  
3  36   1.0000000E+10   1.0000000E+10  
3  37   1.0000000E+10   1.0000000E+10  
3  38   1.0000000E+10   1.0000000E+10  
3  39   1.8528950E-01   1.8528950E-01  
3  40   1.0000000E+10   1.0000000E+10  
1  1   1.0000000E+10   1.0000000E+10  
1  2   1.0000000E+10   1.0000000E+10  
1  3   1.0000000E+10   1.0000000E+10  
1  4   1.0000000E+10   1.0000000E+10  
1  5   1.0000000E+10   1.0000000E+10  
1  6   1.0000000E+10   1.0000000E+10  
1  7   1.0000000E+10   1.0000000E+10  
1  8   1.0000000E+10   1.0000000E+10  
1  9   1.0000000E+10   1.0000000E+10  
1  10   1.0000000E+10   1.0000000E+10  
1  11   1.0000000E+10   1.0000000E+10  
1  12   1.0000000E+10   1.0000000E+10  
1  13   1.0000000E+10   1.0000000E+10  
1  14   1.0000000E+10   1.0000000E+10  
1  15   1.0000000E+10   1.0000000E+10  
1  16   1.0000000E+10   1.0000000E+10  
1  17   1.0000000E+10   1.0000000E+10  
1  18   1.0000000E+10   1.0000000E+10  
1  19   1.0000000E+10   1.0000000E+10  
1  20   1.0000000E+10   1.0000000E+10  
1  21   1.0000000E+10   1.0000000E+10  
1  22   1.0000000E+10   1.0000000E+10  
1  23   1.0000000E+10   1.0000000E+10  
1  24   1.0000000E+10   1.0000000E+10  
1  25   1.0000000E+10   1.0000000E+10  
1  26   1.0000000E+10   1.0000000E+10  
1  27   1.0000000E+10   1.0000000E+10  
1  28   1.0000000E+10   1.0000000E+10  
1  29   1.0000000E+10   1.0000000E+10  
1  30   1.0000000E+10   1.0000000E+10  
1  31   1.0000000E+10   1.0000000E+10  
1  32   1.0000000E+10   1.0000000E+10  
1  33   1.0000000E+10   1.0000000E+10  
1  34   1.0000000E+10   1.0000000E+10  
1  35   1.0000000E+10   1.0000000E+10  
1  36   1.0000000E+10   1.0000000E+10  
1  37   1.0000000E+10   1.0000000E+10  
1  38   1.0000000E+10   1.0000000E+10  
1  39   1.0000000E+10   1.0000000E+10  
1  40   1.0000000E+10   1.0000000E+10  
22  1   1.8619739E-01   1.8619739E-01  
22  2   1.8590361E-01   1.8590361E-01  
22  3   1.8590361E-01   1.8590361E-01  
22  4   1.8645341E-01   1.8645341E-01  
22  5   1.8590361E-01   1.8590361E-01  
22  6   1.8590361E-01   1.8590361E-01  
22  7   1.8590361E-01   1.8590361E-01  
22  8   1.8619739E-01   1.8619739E-01  
22  9   1.8590361E-01   1.8590361E-01  
22  10   1.8619739E-01   1.8619739E-01  
22  11   1.8590361E-01   1.8590361E-01  
22  12   1.8590361E-01   1.8590361E-01  
22  13   1.8590361E-01   1.8590361E-01  
22  14   1.8590361E-01   1.8590361E-01  
22  15   1.8590361E-01   1.8590361E-01  
22  16   1.8590361E-01   1.8590361E-01  
22  17   1.8590361E-01   1.8590361E-01  
22  18   1.8743727E-01   1.8743727E-01  
22  19   1.8590361E-01   1.8590361E-01  
22  20   1.8619739E-01   1.8619739E-01  
22  21   1.8590361E-01   1.8590361E-01  
22  22   1.8590361E-01   1.8590361E-01  
22  23   1.8590361E-01   1.8590361E-01  
22  24   1.8619739E-01   1.8619739E-01  
22  25   1.8619739E-01   1.8619739E-01  
22  26   1.9802938E-01   1.9802938E-01  
22  27   1.8619739E-01   1.8619739E-01  
22  28   1.8590361E-01   1.8590361E-01  
22  29   1.8590361E-01   1.8590361E-01  
22  30   1.9802938E-01   1.9802938E-01  
22  31   1.8590361E-01   1.8590361E-01  
22  32   1.8619739E-01   1.8619739E-01  
22  33   1.8590361E-01   1.8590361E-01  
22  34   1.8590361E-01   1.8590361E-01  
22  35   1.8590361E-01   1.8590361E-01  
22  36   1.8590361E-01   1.8590361E-01  
22  37   1.8619739E-01   1.8619739E-01  
22  38   1.8619739E-01   1.8619739E-01  
22  39   1.8619739E-01   1.8619739E-01  
22  40   1.8590361E-01   1.8590361E-01  
23  1   1.8619739E-01   1.8619739E-01  
23  2   1.8590361E-01   1.8590361E-01  
23  3   1.8590361E-01   1.8590361E-01  
23  4   1.8590361E-01   1.8590361E-01  
23  5   1.8590361E-01   1.8590361E-01  
23  6   1.8590361E-01   1.8590361E-01  
23  7   1.9802938E-01   1.9802938E-01  
23  8   1.8619739E-01   1.8619739E-01  
23  9   1.8590361E-01   1.8590361E-01  
23  10   1.8619739E-01   1.8619739E-01  
23  11   1.8590361E-01   1.8590361E-01  
23  12   1.8590361E-01   1.8590361E-01  
23  13   1.8590361E-01   1.8590361E-01  
23  14   1.8590361E-01   1.8590361E-01  
23  15   1.8590361E-01   1.8590361E-01  
23  16   1.8640755E-01   1.8640755E-01  
23  17   1.8590361E-01   1.8590361E-01  
23  18   1.8590361E-01   1.8590361E-01  
23  19   1.8590361E-01   1.8590361E-01  
23  20   1.8619739E-01   1.8619739E-01  
23  21   1.8590361E-01   1.8590361E-01  
23  22   1.8590361E-01   1.8590361E-01  
23  23   1.8590361E-01   1.8590361E-01  
23  24   1.8619739E-01   1.8619739E-01  
23  25   1.8619739E-01   1.8619739E-01  
23  26   1.8590361E-01   1.8590361E-01  
23  27   1.8590361E-01   1.8590361E-01  
23  28   1.8590361E-01   1.8590361E-01  
23  29   1.8590361E-01   1.8590361E-01  
23  30   1.9802938E-01   1.9802938E-01  
23  31   1.8590361E-01   1.8590361E-01  
23  32   1.8619739E-01   1.8619739E-01  
23  33   1.8590361E-01   1.8590361E-01  
23  34   1.8590361E-01   1.8590361E-01  
23  35   1.8590361E-01   1.8590361E-01  
23  36   1.8590361E-01   1.8590361E-01  
23  37   1.8619739E-01   1.8619739E-01  
23  38   1.8619739E-01   1.8619739E-01  
23  39   1.8619739E-01   1.8619739E-01  
23  40   1.8590361E-01   1.8590361E-01  
24  1   1.8619739E-01   1.8619739E-01  
24  2   1.8590361E-01   1.8590361E-01  
24  3   1.8619739E-01   1.8619739E-01  
24  4   1.8619739E-01   1.8619739E-01  
24  5   1.8590361E-01   1.8590361E-01  
24  6   1.8590361E-01   1.8590361E-01  
24  7   1.9802938E-01   1.9802938E-01  
24  8   1.8590361E-01   1.8590361E-01  
24  9   1.8590361E-01   1.8590361E-01  
24  10   1.8619739E-01   1.8619739E-01  
24  11   1.8590361E-01   1.8590361E-01  
24  12   1.8590361E-01   1.8590361E-01  
24  13   1.8590361E-01   1.8590361E-01  
24  14   1.8590361E-01   1.8590361E-01  
24  15   1.8590361E-01   1.8590361E-01  
24  16   1.8640755E-01   1.8640755E-01  
24  17   1.8590361E-01   1.8590361E-01  
24  18   1.8590361E-01   1.8590361E-01  
24  19   1.8590361E-01   1.8590361E-01  
24  20   1.8590361E-01   1.8590361E-01  
24  21   1.8590361E-01   1.8590361E-01  
24  22   1.8590361E-01   1.8590361E-01  
24  23   1.8590361E-01   1.8590361E-01  
24  24   1.8619739E-01   1.8619739E-01  
24  25   1.8619739E-01   1.8619739E-01  
24  26   1.8590361E-01   1.8590361E-01  
24  27   1.8590361E-01   1.8590361E-01  
24  28   1.8590361E-01   1.8590361E-01  
24  29   1.8590361E-01   1.8590361E-01  
24  30   1.9802938E-01   1.9802938E-01  
24  31   1.8590361E-01   1.8590361E-01  
24  32   1.8590361E-01   1.8590361E-01  
24  33   1.8590361E-01   1.8590361E-01  
24  34   1.8590361E-01   1.8590361E-01  
24  35   1.8590361E-01   1.8590361E-01  
24  36   1.8590361E-01   1.8590361E-01  
24  37   1.8619739E-01   1.8619739E-01  
24  38   1.8619739E-01   1.8619739E-01  
24  39   1.8590361E-01   1.8590361E-01  
24  40   1.8590361E-01   1.8590361E-01  
25  1   1.8619739E-01   1.8619739E-01  
25  2   1.8590361E-01   1.8590361E-01  
25  3   1.8619739E-01   1.8619739E-01  
25  4   1.8619739E-01   1.8619739E-01  
25  5   1.8590361E-01   1.8590361E-01  
25  6   1.8590361E-01   1.8590361E-01  
25  7   1.8590361E-01   1.8590361E-01  
25  8   1.8590361E-01   1.8590361E-01  
25  9   1.8590361E-01   1.8590361E-01  
25  10   1.8619739E-01   1.8619739E-01  
25  11   1.8590361E-01   1.8590361E-01  
25  12   1.8590361E-01   1.8590361E-01  
25  13   1.8590361E-01   1.8590361E-01  
25  14   1.8590361E-01   1.8590361E-01  
25  15   1.8590361E-01   1.8590361E-01  
25  16   1.8590361E-01   1.8590361E-01  
25  17   1.8590361E-01   1.8590361E-01  
25  18   1.8590361E-01   1.8590361E-01  
25  19   1.8590361E-01   1.8590361E-01  
25  20   1.8590361E-01   1.8590361E-01  
25  21   1.8640755E-01   1.8640755E-01  
25  22   1.8590361E-01   1.8590361E-01  
25  23   1.8590361E-01   1.8590361E-01  
25  24   1.8619739E-01   1.8619739E-01  
25  25   1.8619739E-01   1.8619739E-01  
25  26   1.8645341E-01   1.8645341E-01  
25  27   1.8590361E-01   1.8590361E-01  
25  28   1.8590361E-01   1.8590361E-01  
25  29   1.8590361E-01   1.8590361E-01  
25  30   1.9802938E-01   1.9802938E-01  
25  31   1.8590361E-01   1.8590361E-01  
25  32   1.8590361E-01   1.8590361E-01  
25  33   1.8590361E-01   1.8590361E-01  
25  34   1.8590361E-01   1.8590361E-01  
25  35   1.8590361E-01   1.8590361E-01  
25  36   1.8590361E-01   1.8590361E-01  
25  37   1.8619739E-01   1.8619739E-01  
25  38   1.8590361E-01   1.8590361E-01  
25  39   1.8590361E-01   1.8590361E-01  
25  40   1.8590361E-01   1.8590361E-01  
4  1   1.0000000E+10   1.0000000E+10  
4  2   1.0000000E+10   1.0000000E+10  
4  3   1.0000000E+10   1.0000000E+10  
4  4   2.3256779E-01   2.3256779E-01  
4  5   1.6545358E-01   1.6545358E-01  
4  6   2.5833966E-01   2.5833966E-01  
4  7   1.0000000E+10   1.0000000E+10  
4  8   1.0000000E+10   1.0000000E+10  
4  9   1.0000000E+10   1.0000000E+10  
4  10   1.0000000E+10   1.0000000E+10  
4  11   1.0000000E+10   1.0000000E+10  
4  12   1.8333733E-01   1.8333733E-01  
4  13   1.0000000E+10   1.0000000E+10  
4  14   1.9001468E-01   1.9001468E-01  
